"Molecule","Library","chi0","chi0v","chi0v_C","chi0_C","chi1","chi1v","chi1v_C","chi1_C","Kier1","Kier2","Kier3","KierA1","KierA2","KierA3","KierFlex"
"COC(=O)c1c[nH]c2ccccc12","Maybridge",9.259148545064336,7.203247926875855,5.886751345948129,6.844934982691242,6.325698502695488,3.9711971193069777,2.6160254037844384,3.7247448713915894,9.551020408163264,4.022160664819944,1.7751479289940828,6.4508201479591865,2.6169818531855973,1.1185210784023676,1.2985907127210172
"Oc1nc2ccccc2s1","Maybridge",6.974691494688164,5.928573139150007,3.809401076758503,4.5604779323150675,4.860173345306138,3.722915533831152,1.8273502691896255,2.6498299142610593,6.694214876033058,2.56,1.2409972299168974,5.519372544962287,2.060332800492209,0.9791193390901125,1.137174429252196
"Nc1cccc(F)c1C#N","Maybridge",7.560477932315068,5.134579145267688,3.732050807568877,4.560477932315067,4.753218857624056,2.695281104705698,1.9940169358562922,2.891411538058256,8.1,3.408284023668639,1.75,4.8018160763293345,1.8842572162713287,0.9126899698957313,0.9047856593031226
"Cn1nc(O)cc1C(F)(F)F","Maybridge",8.646264369941973,5.552884474717181,3.0773502691896257,3.3618073195657994,4.90970216816285,2.7123309674533607,0.8273502691896257,1.105171715522539,9.090909090909092,2.8027681660899653,1.9753086419753085,6.897990966569017,2.0611543593416584,1.4122519964729188,1.29252946831301
"O\N=C1/CN2CCC1CC2","Maybridge",6.974691494688164,5.954524961622237,4.612884175122363,4.690234444311988,4.898178147766923,3.8310152019163057,2.458725106115813,2.5580782047249224,6.694214876033058,2.56,1.12,6.067710743801651,2.292546666666666,0.9931074999999997,1.3910510039999995
"CC1(C)C2CCC1(C)\C(C2)=N\O","Maybridge",8.983127663125442,8.093097803749185,7.198670612749268,7.276020881938894,5.5210036028249,4.735885294459066,4.312278496709087,4.405648531174489,8.591715976331361,2.272727272727273,0.8264462809917356,7.926230769230767,2.0800888429752065,0.7516831955922864,1.3739386824936421
"OC(=O)c1nsc(Cl)c1Cl","Maybridge",7.723614639131599,6.79520719091073,2.0,2.3094010767585034,4.62589765768623,3.6953261529605315,0.75,1.0000000000000002,8.1,2.9387755102040813,1.5501730103806228,9.627029964002467,3.5640109016816446,1.9110061562194836,3.4310839742520645
"CC12CC(=O)CC1(C)CC(=O)C2","Maybridge",8.983127663125442,7.644923705673917,6.828427124746191,6.983127663125442,5.4519072626078,4.486675415210054,4.078427124746191,4.297206724228547,8.591715976331361,2.272727272727273,1.070154577883472,7.296,1.898644628099174,0.8825493460166469,1.1543759338842978
"CC12CCC(O)(CC1)CC2=O","Maybridge",8.112884175122364,6.89099579189656,6.035533905932739,6.112884175122364,5.04204064721467,4.2990512865415536,3.871320343559643,3.964690378025045,7.638888888888888,2.025,1.024,6.991409722222221,1.8354824999999995,0.9201807999999998,1.1666009268607949
"OCC1CCCN2CCCCC12","Maybridge",8.38890505706126,7.705981978871549,6.811554787871632,6.811554787871632,5.91501490017253,5.264960392522598,4.058078204724922,4.058078204724922,8.591715976331361,3.8062283737024223,1.7013232514177694,8.591715976331361,3.8062283737024223,1.7013232514177694,2.725169427325403
"OC(=O)c1ccco1","Maybridge",5.983127663125442,3.9957609839965613,2.732050807568877,3.276020881938894,3.804530452640311,2.0728991498708376,1.2053418012614794,1.7415816237971962,6.125,2.52,1.487603305785124,4.284709875000001,1.6582423200000005,0.926937454545455,0.8881359054558642
"OC(=O)c1ccncc1","Maybridge",6.69023444431199,4.612076558222283,3.309401076758503,3.9831276631254413,4.304530452640311,2.438145658332525,1.4940169358562922,2.1498299142610593,7.111111111111111,3.239669421487603,2.0,4.604877432098767,1.9658832396694224,1.1377991111111114,1.0058501516105482
"OC(=O)c1ccc(s1)-c1ccccc1","Maybridge",9.966255326250886,8.121658641682792,6.0414518843273814,7.2591485450643365,6.770856947829097,4.973843019419418,3.3213672050459184,4.799659828522119,10.515555555555556,4.68,2.5344,8.118973245946304,3.534597458558338,1.881950376534704,2.049807300087496
"OC(=O)c1csc(n1)-c1cccs1","Maybridge",9.259148545064338,8.061566301005461,4.309401076758503,5.137828201504693,6.270856947829097,5.257919908102844,1.7440169358562922,2.4831632475943928,9.551020408163264,4.022160664819944,2.083333333333333,8.693917808452467,3.6303454196129046,1.8669546880059888,2.4278403611081907
"OC(=O)c1cccs1","Maybridge",5.983127663125442,4.812257564924288,2.732050807568877,3.276020881938894,3.804530452640311,2.9525519611257325,1.2053418012614794,1.7415816237971962,6.125,2.52,1.487603305785124,5.354687899179402,2.1551282726023873,1.2478349442643546,1.4425049103104264
"OCc1ccc(cc1)N1CCOCC1","Maybridge",9.803118619434356,8.147610464155022,6.8449349826912425,7.51866156905818,6.898178147766923,4.924560960629311,3.174920595639192,4.041241452319315,10.515555555555556,5.185595567867036,2.75,8.421745000000001,4.0757205678670365,2.130434244791667,2.451762808130813
"Cc1nc(cs1)-c1ccc(s1)C(O)=O","Maybridge",10.129392033067417,8.984216031815835,5.232050807568877,6.008071689507771,6.66470379794645,5.6185273638735715,2.199358737117772,2.9687618072478816,10.515555555555556,4.244897959183674,2.3431952662721893,9.640804817365266,3.8639634704233186,2.1212412640988703,2.6608369742700386
"OCc1ccc(cc1)-n1ccnc1","Maybridge",9.096011838247808,7.090199452013804,5.748558665513929,6.811554787871632,6.398178147766923,4.0808840517279865,2.5082539289725254,3.541241452319315,9.551020408163264,4.481481481481481,2.268431001890359,6.4508201479591865,2.915834719135804,1.4293388449905493,1.4468865657169356
"OC(=O)c1cccc(c1)-n1cccc1","Maybridge",9.966255326250886,7.421477634980787,6.118802153517008,7.388905057061258,6.770856947829096,4.239102725272129,3.0713672050459184,4.4663264951887856,10.515555555555556,4.68,2.5344,6.854936742222223,2.9381301675000002,1.5455140272,1.438621174187663
"Nc1ccc2sccc2c1","Maybridge",6.974691494688164,6.188846486529345,4.386751345948129,5.2675847135016145,4.860173345306138,3.9681966911178863,2.3600423396407306,3.3745747856526487,6.694214876033058,2.56,1.2409972299168974,5.276420489565683,1.9580648061047683,0.9259733591456137,1.0331573262828655
"CNCc1sc(nc1C)-c1ccccc1","Maybridge",10.673362107437434,9.765816594026225,7.593858127134679,8.55204176387779,7.308861750289882,5.789748850601053,3.264236993116233,4.468761807247882,11.484375,5.365079365079366,2.765432098765432,9.57932840654644,4.412497223339313,2.2483128637423953,2.8179173330227716
"OC1CCOCC1","Maybridge",5.112884175122364,4.261239279899637,3.4057773939358156,3.4057773939358156,3.393846850117352,2.652045739864513,1.8164965809277263,1.8164965809277258,5.142857142857142,2.34375,1.5,5.142857142857142,2.34375,1.5,1.7219387755102038
"NC(=O)c1ccc2OCCCc2c1","Maybridge",9.259148545064338,7.247218001245873,5.8533711511285205,6.552041763877789,6.270856947829097,4.327185821959348,3.3415872623058585,4.207908118985982,9.551020408163264,4.022160664819944,2.083333333333333,6.927853954081632,2.83080851800554,1.4289008246527777,1.5085713834394343
"OCc1ccc(cc1)-c1ccco1","Maybridge",9.096011838247808,7.104020551477751,6.248558665513929,7.388905057061258,6.398178147766923,4.136316568544957,3.3802623969006715,4.782823076116512,9.551020408163264,4.481481481481481,2.268431001890359,6.834352040816328,3.107293209876544,1.5309697542533085,1.633564283871883
"CNCc1ccccc1-c1cccs1","Maybridge",9.803118619434356,8.973303536905519,7.248558665513929,8.38890505706126,6.91501490017253,5.559278068519994,3.3862454610443793,4.799659828522119,10.515555555555556,5.185595567867036,2.5344,8.731946574937849,4.23924648898981,2.0471807751820297,2.644062418560848
"CC(C)(N)CN1CCCCC1","Maybridge",8.319990956308914,7.767204551808871,6.7426406871192865,6.742640687119286,5.0782982619848624,4.590911823238601,3.353553390593274,3.3535533905932735,9.090909090909092,3.6,3.78698224852071,9.090909090909092,3.6,3.78698224852071,2.9752066115702487
"CNCc1cccc(c1)-c1nccs1","Maybridge",9.803118619434356,8.84316686321585,6.671208396324303,7.681798275874712,6.898178147766922,5.4130922239452826,2.758253928972525,3.8745747856526487,10.515555555555556,5.185595567867036,2.75,8.648494557745053,4.195220162455468,2.1968459732688514,2.5915956245384595
"Nc1cccc(c1)-c1cccnc1","Maybridge",9.096011838247808,7.143366018206592,6.118802153517008,7.388905057061258,6.360173345306138,4.120457054991346,3.3153841409022107,4.782823076116512,9.551020408163264,4.481481481481481,2.479338842975207,5.996184015306123,2.6898869351851853,1.4316272045454548,1.2406966956721681
"Cn1c(cc2sccc12)C(O)=O","Maybridge",8.71517847069432,7.259471160424246,4.732050807568877,5.430721420318146,5.698377302757663,4.340996087981941,1.6993587371177719,2.391411538058256,8.591715976331361,3.0470914127423825,1.331360946745562,6.993805386318597,2.429406130025964,1.0442168854452216,1.4158994731442505
"OC(=O)c1ccccc1-c1cccnc1","Maybridge",10.673362107437434,7.921477634980787,6.618802153517008,7.966255326250884,7.287693700234704,4.51549592752215,3.5713672050459184,5.1329931618554525,11.484375,5.365079365079366,2.765432098765432,7.492074218750002,3.380591836734695,1.6931700960219485,1.688509662941115
"Nc1ccc(Cn2ccnc2)cc1","Maybridge",9.096011838247808,7.22033612570347,5.748558665513929,6.811554787871632,6.34333659290053,4.1459523885728204,2.5082539289725254,3.541241452319315,9.551020408163264,4.481481481481481,2.7210884353741496,6.1510569795918375,2.7667282962962965,1.6198983401360547,1.3091002613513514
"Nc1ccccc1N1CCNCC1","Maybridge",9.096011838247808,7.662392066194278,6.1378282015046945,6.811554787871632,6.377010097711745,4.679194514754641,2.8273502691896257,3.6498299142610593,9.551020408163264,4.481481481481481,2.268431001890359,7.174938122448981,3.277915654320988,1.6218069413988663,1.8091416915661502
"OCc1ccc2[nH]cnc2c1","Maybridge",7.681798275874712,5.9109350489449675,4.516507857945051,5.2675847135016145,5.398178147766923,3.4282958504146492,2.0915872623058585,2.8745747856526487,7.638888888888888,3.1640625,1.4512471655328798,5.183919270833333,2.05291748046875,0.9040178571428572,0.9674689534938696
"Cn1nc(CO)cc1-c1ccccc1","Maybridge",9.966255326250886,8.012849182824178,6.671208396324303,7.68179827587471,6.808861750289882,4.502242219322612,3.091587262305859,4.374574785652649,10.515555555555556,4.68,2.3431952662721893,7.3285824400000035,3.1609018725000015,1.5447937115384622,1.6546378540976172
"OC(=O)c1ccc(s1)-c1ccco1","Maybridge",9.259148545064338,7.375206393767403,4.886751345948129,5.844934982691241,6.270856947829097,4.458327623785385,2.366025403784439,3.391411538058256,9.551020408163264,4.022160664819944,2.083333333333333,7.726910605338896,3.1911293117375314,1.6256709780593799,1.8967362247594264
"CNCc1scc2OCCOc12","Maybridge",8.38890505706126,7.739912065068584,5.198670612749268,5.560477932315068,5.91501490017253,4.800859692317191,1.6422285251880866,1.9831632475943928,8.591715976331361,3.8062283737024223,1.7013232514177694,8.546234172699283,3.7841258755351936,1.6907591300174718,2.6950021559412054
"OCc1ccc(CN2CCCC2)cc1","Maybridge",9.803118619434356,8.446468954877707,7.55204176387779,8.225768350244728,6.881341395361315,5.293385050299818,4.028473986232466,4.949489742783178,10.515555555555556,5.185595567867036,2.9943289224952743,8.773873102222224,4.261374648199447,2.4320972551984883,2.6706257431663443
"CN1CCCN(CC1)c1ccc(CO)cc1","Maybridge",11.380468888623982,9.893682550377665,8.55204176387779,9.225768350244728,7.792024997884275,5.926879818973319,3.674920595639192,4.541241452319315,12.456747404844291,6.074380165289257,3.49519890260631,10.279957179930799,4.943698605371901,2.8150138888888887,3.176313123356672
"COc1ccsc1CN","Maybridge",6.69023444431199,6.072150750610877,3.861807319565799,4.276020881938894,4.3805400575618805,3.5656618015634196,1.2255618585214199,1.6498299142610593,7.111111111111111,3.239669421487603,1.4693877551020407,7.059876332441607,3.213130454399812,1.4559591135196552,2.520478183118286
"NCc1cnc(Nc2ccccc2)nc1","Maybridge",10.510225400620904,8.22033612570347,6.248558665513929,7.388905057061258,7.381341395361315,4.713446927764002,2.841587262305859,4.041241452319315,11.484375,5.915,3.5,7.656181871093753,3.815960647500001,2.197503574652779,1.9477125820131125
"OC(=O)c1ccc(Cc2cccs2)cc1","Maybridge",10.673362107437434,8.82876542286934,6.748558665513929,7.966255326250884,7.2540201954234895,5.481025947358198,3.7338157874939455,5.191071366580375,11.484375,5.365079365079366,3.2256,9.03554287886539,4.142333288748115,2.4522383719486527,2.495215336602339
"OC(=O)c1cccc2CCCOc12","Maybridge",9.259148545064338,7.117081327556205,5.8533711511285205,6.552041763877789,6.287693700234704,4.268100549258222,3.347570326449566,4.224744871391589,9.551020408163264,4.022160664819944,1.9200000000000002,7.252128000000003,2.976725451523547,1.3901841408000009,1.6605841534851205
"NCc1nc(no1)-c1ccccc1","Maybridge",9.096011838247808,6.973883877788083,5.093858127134677,5.974691494688162,6.398178147766923,3.980004007897021,2.5142369931162327,3.5580782047249224,9.551020408163264,4.481481481481481,2.268431001890359,6.686503714285715,3.033399777777779,1.4917064801512294,1.5602183754634293
"Cc1nc(CC(O)=O)cs1","Maybridge",7.560477932315068,6.3118774032315415,3.784457050376173,4.146264369941973,4.681540550352056,3.6902056711455704,1.4957819157813605,1.8020951405812147,8.1,3.408284023668639,2.650887573964497,7.196221334276791,2.984102577845212,2.293338088728948,2.1474262634360084
"Cc1nc(COc2ccc(cc2)C#N)cs1","Maybridge",11.38046888862398,9.621278479990046,7.093858127134677,8.259148545064336,7.775188245478667,5.696694620193029,3.213595730234005,4.435088302436667,12.456747404844291,6.074380165289257,3.769230769230769,9.506056768841718,4.544428119315589,2.7780154023249226,2.6999744802584122
"OC(=O)c1ccccc1C(=O)c1ccc(F)cc1","Maybridge",13.120955864630139,9.260476802953919,7.618802153517008,9.120955864630137,8.592224152875016,5.219554798953999,4.398717474235544,6.282823076116512,14.409972299168976,6.437869822485207,3.5261707988980717,9.551029264231301,4.152741434921331,2.229028064173742,2.203497498428862
"OC(=O)c1c(O)cccc1F","Maybridge",8.430721420318147,5.412690762041883,3.732050807568877,4.430721420318146,5.12589765768623,2.8343369130927956,1.9940169358562922,2.8164965809277263,9.090909090909092,3.6,1.9753086419753085,6.399206535615485,2.433794771400965,1.287489065107715,1.415850491590532
"COc1cscc1C(O)=O","Maybridge",7.560477932315068,6.1431555861985245,3.6547005383792515,4.146264369941973,4.753218857624056,3.5316672102404256,1.0773502691896257,1.4831632475943928,8.1,3.408284023668639,1.75,7.293144213330828,3.02939185545422,1.539071972336433,2.2093791680517483
"CCOC(=O)c1c(N)sc(C)c1C","Maybridge",10.008071689507773,8.825698502695488,6.207106781186548,6.593858127134677,6.074586062669974,4.917450212231626,2.7071067811865475,3.195140652899133,11.076923076923077,4.481481481481481,2.268431001890359,9.806662914630236,3.9240609122079375,1.9677987475268117,2.960149432499975
"CC1(C)Oc2ccc(cc2C=C1)C#N","Maybridge",10.18179827587471,8.24221323191195,7.386751345948129,8.474691494688162,6.60528492895347,4.530572562449387,3.8987174742355446,5.136376466709786,10.515555555555556,3.8677685950413223,2.3431952662721893,7.309974186666667,2.6050681652892567,1.5402251360946748,1.3602129316265401
"OC(=O)C1CN(C1)C(c1ccccc1)c1ccccc1","Maybridge",13.94938298937633,11.145092274112386,9.842416792648608,11.372032720186702,9.75402019542349,6.82227455452083,5.503889189758082,7.449489742783179,14.917355371900827,6.84,3.4425,11.01066517355372,4.961070160000001,2.4649774650000005,2.7312341217134297
"Oc1ccc(C#N)c(F)c1","Maybridge",7.560477932315068,5.00444247157802,3.732050807568877,4.560477932315067,4.736382105218448,2.6242297037171562,1.9880338717125847,2.8745747856526487,8.1,3.408284023668639,1.991111111111111,5.121935030885969,2.028835887793334,1.12709790134028,1.0391565605607311
"O=C(C1CCCCN1)N1CCCC1","Maybridge",9.096011838247806,8.089666404645829,6.734204518682008,6.811554787871632,6.377010097711745,5.399338425262349,3.696923425058676,3.741581623797196,9.551020408163264,4.481481481481481,2.268431001890359,8.498721821428573,3.945854250000001,1.9795179149338382,2.5795936629732066
"OC(=O)c1csc(n1)-c1ccc(cc1)C(F)(F)F","Maybridge",13.336498814253964,9.548065117831179,5.886751345948129,6.922285251880867,8.376028663351637,5.621412804518782,2.860042339640731,3.9965832535807952,14.409972299168976,5.551020408163265,3.5261707988980717,11.367587968552066,4.313091217284508,2.7091381546409425,2.7238579904928306
"Nc1ccc2oc3CCCCc3c2c1","Maybridge",9.543605595440512,8.046076491968558,7.060477932315068,7.836498814253963,6.84333659290053,5.142064077957809,4.445140652899132,5.449489742783179,9.2421875,3.5387523629489603,1.546875,6.944775152343752,2.5947828714555774,1.113078065429688,1.2871559722437047
"COC(=O)c1cc(Cl)ccc1O","Maybridge",9.137828201504695,7.129654403024244,4.732050807568877,5.430721420318146,5.647065707741408,3.595083959904131,1.9880338717125847,2.799659828522119,10.083333333333332,4.296875,2.4930747922437675,8.504967873841185,3.5629470799172003,2.0396125005948993,2.525229204241004
"CCOC(=O)c1sc(Cl)nc1C","Maybridge",9.137828201504695,8.329455248033502,4.707106781186548,5.016507857945051,5.647065707741408,4.642935382650612,1.7071067811865475,1.9511237170428402,10.083333333333332,4.296875,2.4930747922437675,10.34186212621646,4.417844593420587,2.568184312378821,3.8073949733505437
"O=C1CC2CCC(C1)N2Cc1ccccc1","Maybridge",10.957819157813606,9.43244767622394,8.57698579026012,9.38046888862398,7.8264998404949235,6.141086626901325,5.104336936158233,6.174234614174767,11.11111111111111,4.704000000000001,2.3397612488521577,8.922823111111114,3.7177847808000024,1.827146637281911,2.0733209977662144
"O=C(CCC1CCCC1)N1CCCC1","Maybridge",9.803118619434356,9.003879967018925,8.148418081055103,8.225768350244728,6.860173345306138,6.13848473700045,5.078298261984863,5.132993161855452,10.515555555555556,5.185595567867036,2.9943289224952743,9.440987453333335,4.614264479224378,2.646252697542534,3.1116580753370733
"O=C(C1CCC1)N1CCOCC1","Maybridge",8.38890505706126,7.290807913923144,6.02709773749546,6.104448006685084,5.877010097711745,4.742708459727751,3.105171715522539,3.1498299142610593,8.591715976331361,3.8062283737024223,1.859504132231405,7.564833000000002,3.309149055363323,1.600624539256199,2.0860966646609413
"Nc1noc2ccc(cc12)C(F)(F)F","Maybridge",10.344934982691242,6.798756381750005,4.232050807568877,4.930721420318146,6.482181813234284,3.703960844638204,2.2380338717125845,3.088334963116932,10.515555555555556,3.5387523629489603,2.020408163265306,7.485250053681997,2.4459641752500785,1.365198984935844,1.3077609624353494
"OC(=O)Cc1csc2ccc(Cl)cc12","Maybridge",10.129392033067417,8.730608034328142,5.516507857945051,6.422285251880867,6.664703797946449,5.297972656872039,2.9838157874939455,4.024404699913708,10.515555555555556,4.244897959183674,2.3431952662721893,9.631602004201298,3.859965700767406,2.1189163172484213,2.6555466699756867
"CC(=O)N1CCC(CC1)c1c[nH]c2ccccc12","Maybridge",12.535169427003233,10.647990625847768,9.292528739883947,10.250712376627058,8.75402019542349,6.5700587289173775,4.971197119306978,6.118591721508942,13.005,5.551020408163265,2.6592797783933517,9.57585792,4.007086693877551,1.891572831024931,2.1317384918718867
"CC1(CC2CC1C=C2)C(O)=O","Maybridge",8.06047793231507,6.57907652509542,5.723614639131599,6.060477932315068,5.126845650481467,4.044704339561586,3.6169733965796764,3.972145112102215,7.638888888888888,2.2437673130193905,0.9467455621301775,6.460736000000002,1.8627290415512472,0.7729851834319531,1.0940545979086946
"CCCCCSc1nnc[nH]1","Maybridge",7.941311299868554,7.524949456327321,4.905777393935816,5.112884175122363,5.4318516525781355,4.905985442758734,2.207106781186548,2.207106781186547,9.090909090909092,5.625,3.78698224852071,8.395373584293027,5.149663237598932,3.440211288689408,3.9303042466311804
"COC(=O)c1ccoc1C","Maybridge",7.560477932315067,5.879445409770841,4.6547005383792515,5.146264369941973,4.753218857624054,2.8783314544833196,1.6220084679281461,2.152265226320156,8.1,3.408284023668639,1.75,6.142558319999999,2.495258177514793,1.2445071562499999,1.5327268878841527
"Cc1ccnc(N)c1","Maybridge",5.983127663125442,4.756614672258461,3.732050807568877,4.276020881938894,3.787693700234704,2.469839559209725,1.6993587371177719,2.3020951405812147,6.125,2.52,1.8,3.956279703125001,1.5085160100000008,1.0065140100000005,0.7460139090252643
"NCc1ccc(cc1)-c1ncccn1","Maybridge",9.803118619434356,7.720336125703472,6.248558665513929,7.388905057061258,6.898178147766923,4.463446927764003,3.091587262305859,4.374574785652649,10.515555555555556,5.185595567867036,2.75,7.089124693333336,3.377463313019392,1.7441060000000006,1.7102327552252277
"Cc1nnc(N)s1","Maybridge",5.276020881938894,4.69652233158113,2.0,2.1547005383792515,3.287693700234704,2.6606336014863596,0.5,0.5773502691896258,5.142857142857142,1.8518518518518516,1.1851851851851851,4.509498207772373,1.5826754770838232,0.9842088211953381,1.0195817467706838
"CN1CCN(C)C1=O","Maybridge",6.146264369941973,5.216889043836875,3.914213562373095,3.9915638315627207,3.7152140551632704,2.678220463765481,0.5000000000000001,0.4999999999999999,6.125,2.0826446280991737,1.0650887573964496,4.6517040000000005,1.510084760330579,0.7411896804733729,0.8780584149960995
"c1ncc(o1)-c1ccncc1","Maybridge",7.51866156905818,5.766777096601535,4.464101615137754,5.397341225498536,5.4663264951887856,3.2553140350671974,1.7826920704511051,2.5580782047249224,7.638888888888888,3.6,1.7728531855955678,4.963946722222223,2.224511680000001,1.0464441218836569,1.0038506784073686
"COc1ccc(cc1)C(=O)C1CCNCC1","Maybridge",11.380468888623982,9.531675051622047,8.21517847069432,8.966255326250884,7.808861750289882,5.700142282682731,4.176538920568458,5.116156409449845,12.456747404844291,6.074380165289257,3.2499999999999996,10.003441826989624,4.800858446280994,2.537962612244899,3.001569261686482
"Cn1nc(c(c1N)-c1ccccc1)C(F)(F)F","Maybridge",12.629392033067417,8.992422225165353,6.386751345948131,7.3449349826912425,7.909702168162851,4.860732637631528,2.910683602522959,4.105171715522539,13.432098765432098,4.938271604938271,2.7128027681660902,9.349700141628881,3.351616063673961,1.804221328012906,1.8433297167775335
"CC(=O)c1csc(n1)-c1csc(C)n1","Maybridge",10.129392033067415,9.406865762626209,5.654700538379252,6.300964908321225,6.664703797946449,5.814860039186158,2.0773502691896257,2.6378637859736447,10.515555555555556,4.244897959183674,2.3431952662721893,9.551652747463386,3.8252441603349747,2.0987276313133902,2.6098145638415597
"COc1ccc(cn1)C(N)=S","Maybridge",8.267584713501616,6.889607834113914,4.232050807568877,4.8533711511285205,5.236382105218448,3.444584430601314,1.4493587371177719,2.0580782047249224,9.090909090909092,4.13265306122449,2.5,7.2026723652128055,3.189666624161876,1.8846830456002992,2.088556695281124
"NC(=S)c1cnccc1C(F)(F)F","Maybridge",10.060477932315068,7.115252962677731,3.732050807568877,4.35337115112852,5.926538920568458,3.6450756618217293,1.660683602522959,2.271838382189206,11.076923076923077,4.022160664819944,2.7210884353741496,8.714238751724622,3.0947876723600745,2.05446240021435,2.0745168202184465
"CC(=O)c1ccc(F)c(Cl)c1","Maybridge",8.430721420318147,6.652156990069649,4.732050807568877,5.430721420318146,5.109060905280622,3.4480869629629707,2.4880338717125845,3.3770100977117448,9.090909090909092,3.6,2.2145328719723185,7.401644239919,2.864414481154103,1.7260528221189082,1.9273979041068032
"O=C1Cc2ccccc2N1","Maybridge",6.974691494688164,5.424756148408914,4.516507857945051,5.2675847135016145,4.860173345306138,3.2385811956081048,2.534457050376173,3.4663264951887856,6.694214876033058,2.56,1.2409972299168974,4.343362603305785,1.569375,0.7257184903047091,0.6816364685563017
"CN(C(N)=S)c1ccccc1","Maybridge",8.267584713501616,7.136060082029303,4.886751345948129,5.690234444311988,5.215214055163271,3.7061583638134827,1.9106836025229588,2.816496580927726,9.090909090909092,4.13265306122449,2.5,6.912239582503967,3.0461785285570997,1.7919179410727717,1.9141741636787344
"CC(C)(C)OC(=O)N1CCCCC1CO","Maybridge",11.474691494688164,9.823807947050007,8.112884175122364,8.19023444431199,6.937670269491567,5.543130236154337,3.8164965809277263,3.8164965809277263,13.066666666666666,5.365079365079366,4.1652892561983474,11.821666120000003,4.816830333333335,3.716302431818183,3.7961973304903336
"OCCN1CCCNCC1","Maybridge",7.234204518682008,6.34417465930575,4.949747468305834,4.949747468305832,4.931851652578136,3.9720178452539,2.0000000000000004,1.9999999999999996,8.1,4.760330578512397,3.1111111111111107,8.1,4.760330578512397,3.1111111111111107,3.8558677685950418
"CC(=O)Nc1cc(C)ccc1O","Maybridge",9.137828201504695,7.087512693532698,5.732050807568877,6.430721420318146,5.592224152875016,3.665764814694495,2.7380338717125845,3.621027033568037,10.083333333333332,4.296875,3.114186851211073,7.0966796875,2.91595458984375,2.0531466262975777,1.7244663089513779
"Cn1cnc(CN)c1","Maybridge",5.983127663125442,4.83358477975534,3.361807319565799,3.698670612749268,3.825698502695489,2.4958938781433697,0.6422285251880866,0.816496580927726,6.125,2.52,1.487603305785124,4.465699734375001,1.7413608300000005,0.9800849834710746,0.9720493244977542
"NCc1ccc2ccccc2n1","Maybridge",8.38890505706126,6.695772261013886,5.671208396324303,6.68179827587471,5.898178147766923,3.9470491482696803,3.091587262305859,4.374574785652649,8.591715976331361,3.8062283737024223,1.859504132231405,5.886060923076923,2.5067733425605536,1.1869138347107437,1.2295850512213828
"CNCc1cc(C)nn1C","Maybridge",7.560477932315068,6.67888424137609,5.284457050376173,5.568914100752346,4.736382105218448,3.3788842413760896,1.4309036597828995,1.8020951405812147,8.1,3.408284023668639,1.991111111111111,6.3400218299999995,2.5863519704142006,1.4728341466666663,1.6397527952489543
"CNCc1ccc2N(C)CCOc2c1","Maybridge",9.966255326250886,8.708833037092342,7.3533711511285205,7.974691494688164,6.808861750289882,4.9249880919926525,2.5915872623058585,3.3745747856526487,10.515555555555556,4.68,2.3431952662721893,8.421745000000001,3.6783378125000006,1.8152812500000004,2.2127159343380587
"OCc1cc(on1)-c1cccs1","Maybridge",8.38890505706126,7.04392821080042,4.516507857945051,5.2675847135016145,5.898178147766923,4.382257572760525,2.136245461044379,2.9663264951887856,8.591715976331361,3.8062283737024223,1.859504132231405,7.336937708940421,3.1994230986407084,1.5437199941292643,1.9561639982726684
"OCc1cccc2ccsc12","Maybridge",7.681798275874712,6.765816594026225,5.093858127134677,5.974691494688162,5.41501490017253,4.355285777276893,2.7195787943777123,3.799659828522119,7.638888888888888,3.1640625,1.322314049586777,6.500570301419198,2.6447942415943553,1.087735800361747,1.5629700818429797
"Nc1ncc(O)cn1","Maybridge",5.983127663125442,4.073691594068751,2.1547005383792515,2.5689141007523464,3.787693700234704,2.053243576528698,0.5773502691896257,0.816496580927726,6.125,2.52,1.8,3.881516765625001,1.4746437300000006,0.9806257300000004,0.7154817951648488
"OC(=O)c1ccc(cc1)N1CCCCC1","Maybridge",10.673362107437434,8.647610464155022,7.3449349826912425,8.096011838247806,7.270856947829097,5.355160477811484,4.071367205045918,4.9663264951887856,11.484375,5.365079365079366,2.9822485207100593,8.73138427734375,3.9916028911564627,2.1796181582840237,2.3234812483495597
"OC(=O)c1ccccc1-c1cccs1","Maybridge",9.966255326250886,8.121658641682792,6.0414518843273814,7.2591485450643365,6.787693700234704,5.029902230315358,3.2826920704511053,4.724744871391589,10.515555555555556,4.68,2.3431952662721893,8.118973245946304,3.534597458558338,1.7399689132162572,2.049807300087496
"OC(=O)c1cccc(c1)-c1ccncc1","Maybridge",10.673362107437434,7.921477634980787,6.618802153517008,7.966255326250884,7.270856947829096,4.509512863378443,3.5653841409022107,5.116156409449845,11.484375,5.365079365079366,2.9822485207100593,7.492074218750002,3.380591836734695,1.8259186390532554,1.688509662941115
"Cn1ccc2cc(CO)ccc12","Maybridge",8.55204176387779,6.988285318134594,6.093858127134677,6.974691494688162,5.808861750289882,3.9588427792479406,2.7135957302340046,3.782823076116512,8.591715976331361,3.3950617283950617,1.5625,6.119277153846155,2.3346158611111116,1.0449432968750003,1.1905134584920076
