"Molecule","Library","chi0","chi0v","chi0v_C","chi0_C","chi1","chi1v","chi1v_C","chi1_C","Kier1","Kier2","Kier3","KierA1","KierA2","KierA3","KierFlex"
"Cc1noc(C)c1C#N","Maybridge",6.8533711511285205,5.302675481463779,4.0,4.439157588755425,4.253218857624056,2.583911926566945,1.75,2.2296154955097816,7.111111111111111,2.722222222222222,1.28,4.760433777777779,1.7168773333333343,0.7610094933333337,0.9081200944334493
"Cc1cc(C(O)=O)c(C)o1","Maybridge",7.723614639131599,5.84106044561731,4.577350269189626,5.016507857945051,4.609060905280622,2.913329502635399,2.0773502691896257,2.6378637859736442,8.1,2.9387755102040813,1.75,6.142558319999999,2.151523632653061,1.2445071562499999,1.3215859390429685
"Cn1ccc(n1)C(F)(F)F","Maybridge",7.776020881938894,5.183021148406849,3.1547005383792515,3.4915638315627207,4.499018565639891,2.5679744604390846,0.8720084679281461,1.1969234250586758,8.1,2.56,1.991111111111111,5.956736098497393,1.8100066162593587,1.3627340989360694,1.078173174959124
"Nc1cccc(c1)-c1cccs1","Maybridge",8.38890505706126,7.343547024908597,5.5414518843273814,6.68179827587471,5.860173345306138,4.634863357784552,3.0267090063073976,4.374574785652649,8.591715976331361,3.8062283737024223,2.0408163265306123,6.565845638424508,2.829948842517026,1.4847469774840127,1.5484172720504081
"OC(=O)c1ccc(F)c(F)c1F","Maybridge",9.300964908321225,5.6440558433707535,3.6547005383792515,4.300964908321224,5.536581260209189,2.90536125501871,1.910683602522959,2.6498299142610597,10.083333333333332,3.8062283737024223,2.0408163265306123,7.082997261506323,2.577460360580884,1.342375134478536,1.5213453896362918
"NC(=S)Nc1ccncc1","Maybridge",7.397341225498538,6.058709812839677,3.309401076758503,3.9831276631254413,4.787693700234704,3.161462285641222,1.2440169358562922,1.8164965809277258,8.1,4.0,3.1111111111111107,5.885702076768378,2.789857010728592,2.0975847962418253,1.6420267201932093
"CC1(C)N(O)C(NC1=S)c1ccccc1","Maybridge",11.05204176387779,9.583273677529261,6.964101615137757,7.767584713501616,7.031710636090997,5.282211994905518,3.4493587371177723,4.438505048855872,11.484375,4.107638888888888,1.96875,9.815803363732785,3.4684669517651034,1.6459581701094412,2.2697193048087936
"NC(=S)COc1cccc(Cl)c1","Maybridge",8.974691494688164,7.86074470801781,4.516507857945051,5.2675847135016145,5.681540550352056,4.135714155270385,2.1749205956391915,3.041241452319315,10.083333333333332,4.888888888888889,4.0,9.368047708943923,4.509293770107244,3.6684689989879695,3.5202732643340227
"Nc1ccc(F)cc1","Maybridge",5.983127663125442,4.264715818957356,3.309401076758503,3.9831276631254413,3.787693700234704,2.2990245761453445,1.821367205045918,2.632993161855452,6.125,2.52,1.8,3.9209789268805526,1.4925124236689877,0.9942755786343292,0.73151372016419
"NC(CO)COCc1ccccc1","Maybridge",9.518661569058182,7.518234113850845,6.085421958697397,6.811554787871632,6.325698502695489,4.307644942583757,3.0807335740439594,4.041241452319315,11.076923076923077,6.453333333333333,4.6875,9.102699692307693,5.208493546666667,3.7257587812500006,3.6470271234330216
"Cc1ccc2ccccc2n1","Maybridge",7.68179827587471,6.411315210637712,5.964101615137755,6.974691494688162,5.360173345306138,3.6852474672125437,3.2380338717125854,4.543676764378412,7.638888888888888,3.1640625,1.6,5.030954833333333,1.9848855312500002,0.96029874,0.9078063142777808
"Cc1ccc(cc1N)C(N)=O","Maybridge",8.430721420318147,6.294999636411992,4.732050807568877,5.430721420318145,5.109060905280623,3.2695082861341422,2.4880338717125845,3.3770100977117448,9.090909090909092,3.6,2.2145328719723185,5.828472000000003,2.191004053333335,1.2854086920415235,1.1609277978854415
"CC1(C)CC(N)CC(C)(C)N1","Maybridge",8.698670612749268,8.068914100752346,6.991563831562721,6.99156383156272,4.808060412490447,4.356936695447607,3.5236033621142737,3.5236033621142733,9.090909090909092,2.5,2.5,9.090909090909092,2.5,2.5,2.066115702479339
"NCc1cccc(c1)N1CCCC1","Maybridge",9.096011838247808,7.869498847380827,6.8449349826912425,7.51866156905818,6.398178147766923,4.939231215886711,3.6749205956391915,4.541241452319315,9.551020408163264,4.481481481481481,2.268431001890359,7.5068118622448985,3.444684027777778,1.7108178166351613,1.9891226862621352
"OCc1cc(ccc1N1CCOCC1)C(F)(F)F","Maybridge",13.173362107437434,9.704153613993077,7.267584713501616,7.888905057061258,8.520186615695069,5.658174336809818,3.3415872623058585,4.163249920247462,14.409972299168976,5.969821673525376,3.5261707988980717,11.77729966512843,4.816971069013955,2.818299504598313,3.1517173198906328
"CNCc1ccc(cc1)-c1cncnc1","Maybridge",10.510225400620904,8.642985856513846,7.248558665513929,8.38890505706126,7.398178147766923,4.888619814410737,3.0022708648288177,4.191071366580375,11.484375,5.915,3.2256,7.972663500000002,3.987632640000001,2.1225501696000006,2.1194702133557772
"NC1=NC(=O)CS1","Maybridge",5.276020881938894,4.364663807731583,1.7071067811865475,1.8618073195657991,3.287693700234704,2.771964105400209,0.3535533905932738,0.408248290463863,5.142857142857142,1.8518518518518516,1.1851851851851851,4.509498207772373,1.5826754770838232,0.9842088211953381,1.0195817467706838
"Cc1nc(cs1)-c1cccc(c1)C(O)=O","Maybridge",10.836498814253964,8.914171698803498,6.386751345948129,7.422285251880867,7.164703797946449,5.304466095004942,3.1100423396407306,4.285258388175608,11.484375,4.8884297520661155,2.765432098765432,8.953754816908297,3.7373604059222814,2.0805257045121555,2.2308939158032652
"Cc1noc(C)c1N","Maybridge",6.146264369941973,4.932812155153447,3.5,3.7320508075688776,3.7152140551632704,2.3989802634117785,1.5,1.8213672050459184,6.125,2.0826446280991737,1.0650887573964496,4.465699734375001,1.4391411818181823,0.7017176508875741,0.8033465491716977
"N#Cc1cccc2OCCOc12","Maybridge",8.388905057061258,6.409974546369657,5.146264369941973,5.974691494688162,5.91501490017253,3.7032222932597607,2.4940169358562922,3.391411538058256,8.591715976331361,3.8062283737024223,1.7013232514177694,6.0288640473372785,2.5744471418685126,1.1176560000000002,1.2934159846151074
"Cc1csc2c1nc[nH]c2=O","Maybridge",7.844934982691241,6.734907295734661,4.1547005383792515,4.723614639131598,5.287693700234705,4.082759318801039,1.5386751345948129,1.9855985596534893,7.638888888888888,2.8027681660899653,1.2098298676748582,6.0142642294441995,2.148068344006971,0.9050539752384092,1.1744591457965967
"Cc1nc(cs1)-c1cccc(F)c1","Maybridge",9.259148545064336,7.936674285848904,5.886751345948129,6.844934982691241,6.2540201954234895,4.815717388527646,2.8600423396407315,3.951925054842275,9.551020408163264,4.022160664819944,2.268431001890359,7.60868364615105,3.137658778193321,1.7382346188522402,1.8364194640647544
"NCc1c(Cl)cccc1Cl","Maybridge",7.560477932315068,6.784294696000413,3.9391575887554247,4.5604779323150675,4.753218857624056,3.6397120359411113,2.097570326449566,2.891411538058256,8.1,3.408284023668639,1.75,8.448790094899367,3.573037836708274,1.8421570313433087,3.018784668348153
"OC1CCCCC1O","Maybridge",5.983127663125442,4.877554854125357,3.9831276631254413,3.9831276631254413,3.804530452640311,3.1662276937553817,2.6498299142610597,2.6498299142610593,6.125,2.52,1.487603305785124,6.125,2.52,1.487603305785124,1.929375
"Nc1nc2ccccc2[nH]1","Maybridge",6.974691494688164,5.3339649414480865,3.809401076758503,4.5604779323150675,4.860173345306138,3.0632389992843967,1.8273502691896255,2.6498299142610593,6.694214876033058,2.56,1.2409972299168974,4.074181090909094,1.4586076088888902,0.6692352132963995,0.5942631539191243
"Fc1cccc(Cl)c1CSC1=NCCN1","Maybridge",10.673362107437432,9.537187510056976,5.8533711511285205,6.552041763877789,7.270856947829097,5.975285066308345,2.597570326449566,3.391411538058256,11.484375,5.365079365079366,2.9822485207100593,10.65586182468334,4.949707592959558,2.738576626957738,3.5162266788775347
"Cc1ccc(C#N)n1C","Maybridge",6.85337115112852,5.549127729379167,4.6547005383792515,5.276020881938894,4.253218857624055,2.778717591272854,1.660683602522959,2.3020951405812147,7.111111111111111,2.722222222222222,1.28,4.509393666666666,1.6121124097222221,0.70816172,0.8077388322617917
"c1cc2cccnc2[nH]1","Maybridge",6.104448006685084,4.8339649414480865,3.8867513459481287,4.690234444311989,4.4663264951887856,2.8478310912815785,1.8273502691896255,2.6498299142610593,5.76,2.3195266272189348,0.9965397923875433,3.531093750000002,1.320543639053255,0.5269788062283739,0.5181070433848007
"NNC(=S)Nc1cccc(F)c1","Maybridge",8.974691494688164,6.989460690348945,3.809401076758503,4.560477932315067,5.719545352812841,3.6613970118411396,1.821367205045918,2.632993161855452,10.083333333333332,4.888888888888889,3.515625,7.730757487879976,3.6479759295763667,2.5676126670130897,2.350134769431534
"FC(F)(F)c1cccnc1N1CCNC1=S","Maybridge",11.759148545064338,8.89932985136116,5.146264369941973,5.7675847135016145,7.499018565639892,4.983461386078324,1.9553418012614796,2.5302567583920093,12.456747404844291,4.704000000000001,2.6514047866805415,9.926767368991808,3.6871394290449127,2.0525405720718672,2.2875859605728825
"Clc1ccccc1NC(=S)NCc1ccco1","Maybridge",12.08757566981053,10.515445246397064,6.748558665513929,7.966255326250884,8.25402019542349,5.8589444024747355,3.1362454610443793,4.4663264951887856,13.432098765432098,6.805293005671078,4.301783264746227,11.18937130605446,5.599544262295186,3.5049534264439566,3.685610582088685
"Clc1ccc(cc1)C1=NNC(=O)CC1","Maybridge",9.966255326250884,8.212969944123103,5.723614639131599,6.552041763877789,6.75402019542349,4.7467584364781965,3.278473986232466,4.282823076116512,10.515555555555556,4.68,2.75,8.130707864537255,3.5401626203959706,2.045466160455265,2.0560020042424525
"Cc1ccc(=O)n(Cc2ccc(Cl)cc2)n1","Maybridge",11.54360559544051,9.607777296815764,7.171208396324303,8.259148545064336,7.647867045540842,5.320116414424719,3.5856041981621507,4.935088302436667,12.456747404844291,5.55765595463138,3.49519890260631,9.436717276092848,4.125192551374462,2.554719038097991,2.4330172385478073
"CN1N=C(CC1=O)C(C)(C)C","Maybridge",8.646264369941973,7.509782262650326,6.207106781186548,6.3618073195657985,4.90970216816285,3.755658117418395,2.4571067811865475,2.605171715522539,9.090909090909092,2.8027681660899653,1.9753086419753085,7.202672454545456,2.163234141868512,1.4891323055555559,1.4164606333062373
"Cn1nc(ccc1=O)-c1ccccc1","Maybridge",9.966255326250884,7.844127365791159,6.5414518843273814,7.68179827587471,6.770856947829097,4.369918541277766,3.071367205045919,4.4663264951887856,10.515555555555556,4.68,2.5344,6.783930040000001,2.904814897500001,1.5268060144000006,1.4075757888421272
"CC1CN=C(Nc2ccc(F)cc2)S1","Maybridge",9.966255326250884,8.643781067035452,6.093858127134677,6.8449349826912425,6.737183443017883,5.355261781853179,2.8069657646994073,3.6185917215089414,10.515555555555556,4.68,2.9943289224952743,8.713492066755602,3.817131364183751,2.4127933599784046,2.3757531328270787
"Cc1cc([nH]n1)C(F)(F)F","Maybridge",7.776020881938894,5.158457283717265,3.0773502691896257,3.361807319565799,4.499018565639891,2.591510574203424,1.3273502691896257,1.6825219847121649,8.1,2.56,1.991111111111111,5.956736098497393,1.8100066162593587,1.3627340989360694,1.078173174959124
"CN(C)c1c(F)cc(cc1F)C(N)=O","Maybridge",10.878315177510851,7.843441639551152,5.654700538379252,6.300964908321225,6.430428110326542,3.893498279965118,1.9047005383792515,2.6329931618554525,12.071428571428571,4.68,2.75,8.353943275929844,3.136696585931364,1.7981891993583683,1.8716989537623867
"CSc1nnc(s1)-n1cccc1","Maybridge",8.388905057061258,8.100531606041555,4.309401076758503,4.983127663125441,5.898178147766922,5.449080351223232,1.0,1.4999999999999996,8.591715976331361,3.8062283737024223,1.859504132231405,7.947840112187418,3.4940577318500288,1.6967241485725937,2.314184349624687
"Clc1ccccc1C(=O)NCc1cccs1","Maybridge",11.380468888623982,10.015445246397062,6.748558665513929,7.966255326250884,7.770856947829097,6.080348923265767,3.3862454610443793,4.799659828522119,12.456747404844291,6.074380165289257,3.49519890260631,10.5743794818706,5.095999549615753,2.906349516519051,3.367939567317415
"CC(=O)CCS(=O)(=O)c1ccc(C)cc1","Maybridge",11.474691494688162,9.673104381914778,7.223614639131599,7.974691494688162,6.91552078507628,6.357442580351356,3.674920595639192,4.695941990698567,13.066666666666666,5.365079365079366,4.1652892561983474,11.542178058419825,4.694151625010384,3.6160910513444806,3.6120489259393747
"C1CC2(CCN1)NCCc1c2[nH]c2ccccc12","Maybridge",12.001789232183626,10.55204176387779,9.05204176387779,9.88046888862398,8.890576758693948,6.948670612749269,5.138010440969448,6.2205267871729495,11.795918367346939,4.528616024973986,1.8147448015122873,9.492407344671202,3.594140831425598,1.4255581942344044,1.8953916014448335
"COc1ccc(NCc2ccccn2)cc1","Maybridge",11.21733218180745,9.181370820667377,7.8259089347035555,9.096011838247808,7.881341395361315,5.161327244020213,3.463595730234005,4.949489742783178,12.456747404844291,6.666666666666667,4.0768,8.618401961937717,4.4871870000000005,2.6875258672000006,2.417023827773839
"OC1CCN(Cc2ccccc2)CC1","Maybridge",9.803118619434356,8.39406271207041,7.499635521070493,8.225768350244728,6.84333659290053,5.287615761841634,4.080733574043959,5.041241452319315,10.515555555555556,5.185595567867036,3.272727272727273,8.773873102222224,4.261374648199447,2.6582220000000003,2.6706257431663443
"Cn1c2ccccc2s\c1=N/N","Maybridge",8.55204176387779,7.505923408339635,4.809401076758503,5.5604779323150675,5.825698502695489,4.428328019078272,1.8273502691896255,2.6498299142610593,8.591715976331361,3.3950617283950617,1.4400000000000002,6.661531939391449,2.564999075197474,1.0658670431292419,1.4239019386614582
"Cc1ccc2[nH]c(cc2c1)C(O)=O","Maybridge",9.422285251880869,7.164862962722324,5.809401076758503,6.715178470694319,6.16470379794645,3.9931150838841214,3.0653841409022107,4.193506678639471,9.551020408163264,3.63,1.9200000000000002,6.4508201479591865,2.3618261225000015,1.209792398400001,1.1719781182307178
"Clc1ccc(cc1Cl)S(=O)(=O)CC#N","Maybridge",10.767584713501616,9.195399474630062,4.439157588755425,5.2675847135016145,6.470362339942671,5.927485318563752,2.0915872623058585,2.9663264951887856,12.071428571428571,4.68,2.9943289224952743,12.488853874986734,4.8551509579551135,3.1129104243920604,4.3310907753502335
"CC(C)S(=O)(=O)c1cscc1Cl","Maybridge",9.35337115112852,9.131930550307464,4.732050807568877,5.146264369941973,5.459230991019563,6.282690296338155,1.9820508075688772,2.304530452640311,10.083333333333332,3.3950617283950617,1.859504132231405,12.798014992363841,4.405722792914528,2.4550974031409996,4.698708862993268
"OC(=O)c1ccc(OCc2ccccc2)cc1","Maybridge",12.08757566981053,9.166969380320866,7.903259203893182,9.38046888862398,8.25402019542349,5.256134420970806,4.335604198162152,6.191071366580375,13.432098765432098,6.805293005671078,4.301783264746227,9.342856617283951,4.615135621928167,2.8586386063100138,2.53638531676438
"CCCc1ccc(NC(=S)OC)cc1","Maybridge",10.38890505706126,9.356607800987053,7.223614639131599,7.974691494688164,6.757550155273625,5.10677224821733,3.3820273768257394,4.248348233505863,12.071428571428571,6.477508650519031,4.38781163434903,10.193045735799487,5.392554557374191,3.613358639499413,3.9261825168649347
"O=C1OC2CC3CC(C2)CC1C3","Maybridge",8.129392033067417,7.161431563618969,6.344934982691241,6.422285251880867,5.809663088089316,5.015108590092823,4.3711580392334435,4.415816237971964,7.408163265306122,2.494331065759637,1.1479591836734693,6.8343520408163245,2.2829092970521536,1.0441109693877548,1.300183817775579
"OC(=O)c1cc2CCc3ccccc3-c2s1","Maybridge",11.120955864630139,9.381171665676636,7.300964908321225,8.413849083443589,7.7540201954234895,6.014283133939299,4.361807319565799,5.782823076116512,11.11111111111111,4.349112426035503,1.9660493827160492,8.885274609191974,3.4217440488010946,1.5279930395455326,1.9001959697478819
"Cc1cccc(C)c1\N=C1/NC(C)(CO)CS1","Maybridge",12.466255326250886,11.265436432333479,8.646264369941973,9.34493498269124,8.038623900795466,6.692962918039869,3.95112371704284,4.844970567160193,13.432098765432098,5.325443786982248,3.0625,11.664014176190639,4.580921741201339,2.6145782222598326,3.143055066434843
"c1sc(nc1-c1cccnc1)-c1cccnc1","Maybridge",11.501789232183624,9.762538080598098,7.196152422706634,8.673362107437432,8.432652990377571,6.076197377678343,3.2767090063073985,4.707908118985982,12.055401662049862,5.760000000000001,2.879706152433425,8.666750614570732,4.047243160922495,1.9866363433902479,2.0633204207201308
"CC(C)(C)C(=O)N(Cc1cccs1)Cc1cccnc1","Maybridge",14.58757566981053,12.983085799555846,10.455665446700477,11.596011838247806,9.465345060828676,7.5525289896965715,4.656465518304319,5.829916586914128,16.3718820861678,7.319857312722948,5.0578512396694215,13.262529855565319,5.8592834374699985,4.013356449805469,3.8854460760832623
"Cc1ccc(Cc2cc(C)n[nH]c2=O)cc1","Maybridge",11.54360559544051,9.449320013098498,8.093858127134677,9.129392033067415,7.647867045540842,5.2571619961539815,4.355824255422092,5.7540201954234895,12.456747404844291,5.55765595463138,3.49519890260631,8.542286709342562,3.7050710000000016,2.2809195596707825,1.9781111725294107
"COc1cccc(c1)C1CCCCN(C)C1=O","Maybridge",12.25071237662706,10.478888647122005,9.21517847069432,9.966255326250886,8.21954535281284,6.1105105048939095,4.306965764699407,5.207908118985982,13.432098765432098,6.25,3.263267429760666,10.57595486111111,4.841444227430555,2.495106009365245,3.0119350359936767
"CC1=Nc2ccccc2NC(C)(C)C1","Maybridge",10.18179827587471,8.96372145344501,8.01650785794505,8.767584713501615,6.567280126492686,4.9816706458761315,4.034457050376173,4.988981864507822,10.515555555555556,3.8677685950413223,2.5344,7.823541666666666,2.805494576446281,1.802775,1.567778836745345
"Cc1ccc(cc1)C1NC(C(O)=O)C(C)(C)S1","Maybridge",12.629392033067417,11.044308372493166,8.464101615137755,9.21517847069432,7.8986840326706735,6.511953037884235,4.187392608830357,5.165685232306558,13.432098765432098,4.938271604938271,2.879706152433425,12.050273010448578,4.398325458705598,2.5501253094289678,3.1177072097769956
"CCN(CC)S(=O)C12CC3CC(CC(C3)C1)C2","Maybridge",12.043605595440512,11.96911181441667,9.88890505706126,9.88890505706126,8.164963666373183,8.441658873562321,6.149108348327685,6.149108348327683,12.055401662049862,4.280618311533888,1.8655562165377753,13.197714578277159,4.713584978660041,2.0637269302880386,3.659326422871168
"O=C(C1CCCCC1=O)c1ccccc1","Maybridge",10.673362107437432,8.609025320811671,7.792528739883946,8.673362107437432,7.287693700234704,5.408083843233586,4.9998355527697225,6.1329931618554525,11.484375,5.365079365079366,2.765432098765432,8.473363781250002,3.8639635555555563,1.9524542222222225,2.1827179229142954
"Cc1ccccc1NC(=S)NCCc1ccccn1","Maybridge",13.501789232183626,11.704974182781651,9.033015715890103,10.38046888862398,9.25402019542349,6.66731030816392,4.469578794377712,6.043676764378412,15.39,8.3232,5.479191438763376,11.449658798382437,6.081645317066311,3.9474334430638773,3.6648823059573488
"CC1CC(=O)N(C(=O)C1)c1ccc(F)cc1F","Maybridge",12.576985790260121,9.243253761577737,7.223614639131599,7.999635521070493,7.986071002992369,5.296020659739511,3.838987503016485,4.676669926233863,13.432098765432098,5.325443786982248,2.879706152433425,9.72072777035338,3.768637771158567,2.001619388271224,2.1549354022649263
"Clc1cc(Cl)cc(c1)N1C(=O)CCC1=O","Maybridge",10.999635521070495,9.17776138442502,5.646264369941973,6.422285251880867,7.075387400469409,5.152119691496907,2.939157588755425,3.7659863237109046,11.484375,4.472589792060492,2.397146254458977,10.016026876441083,3.8598381419902013,2.0509704628416072,2.577349504592418
"N#Cc1c(nc2SCCn12)-c1ccccc1","Maybridge",10.957819157813606,9.367350566212687,6.800964908321225,7.966255326250884,7.898178147766922,6.073343196769926,3.160683602522959,4.3914115380582555,11.11111111111111,4.704000000000001,1.9660493827160492,8.1739710673392,3.3829061269226988,1.3899044224689714,1.7282360503119159
"OC1CSc2nc3ccccc3n2C1","Maybridge",9.543605595440512,8.36735056621269,5.800964908321225,6.552041763877789,6.84333659290053,5.5910985363615,2.6438468501173515,3.4663264951887856,9.2421875,3.5387523629489603,1.546875,7.766906657015225,2.930795099004445,1.266860946626527,1.6259437117718012
"Cc1ccc(SC(=O)N2CCOCC2)cc1","Maybridge",11.38046888862398,10.126283249323969,7.6378282015046945,8.388905057061258,7.7540201954234895,6.183648820642721,3.3213672050459184,4.210343431045078,12.456747404844291,6.074380165289257,3.769230769230769,10.715235629938082,5.1689371916435585,3.1814210104708733,3.4616487478006968
"CC1CC(=O)Nc2cc(C)c(C)cc2N1","Maybridge",10.999635521070493,9.347405879219288,7.939157588755425,8.585421958697397,7.058550648063801,5.2366517684527585,3.9938524886260143,4.8482072170187225,11.484375,4.472589792060492,2.571428571428571,8.395007468750004,3.1889087183364855,1.7961223367346943,1.7847275005064531
"O=C(NCCc1ccncc1)c1cccs1","Maybridge",11.217332181807452,9.535872204055888,6.955665446700477,8.096011838247806,7.860173345306138,5.946466659912916,3.3029121277110463,4.4663264951887856,12.456747404844291,6.666666666666667,4.0768,9.52644457840275,4.999057112731322,3.0120191823026694,2.9764525330440628
"CC(=O)Nc1ccc(F)cc1F","Maybridge",9.137828201504695,6.396228044051194,4.732050807568877,5.430721420318147,5.592224152875016,3.320122489953744,2.2380338717125845,3.0436767643784117,10.083333333333332,4.296875,3.114186851211073,6.850648091240357,2.803824265795533,1.9679722476748445,1.6006677795537967
"O=C1CC2(CCCC2)C(=O)N1CCc1cccs1","Maybridge",12.587575669810528,11.170253323693986,8.681798275874712,9.303118619434354,8.711943963739868,7.46427762309085,4.973108754227849,5.574080177766223,13.005,5.174791914387633,2.4,11.305425312576721,4.459081842151569,2.0546247699474383,2.8006564849506437
"COC(=O)CSc1cc(C)nc2ccccc12","Maybridge",12.250712376627058,10.582313174953951,8.093858127134677,9.129392033067415,8.202708600407234,6.250361944880443,3.5082539289725254,4.785258388175608,13.432098765432098,6.25,3.4844444444444442,10.809255634765183,4.95590282904115,2.7306009244458838,3.1511541517742216
"NS(=O)(=O)c1ccc(cc1Cl)C(F)(F)F","Maybridge",11.853371151128522,8.618429367133182,3.732050807568877,4.35337115112852,6.621027033568038,5.441406507622609,1.9880338717125847,2.7550016297835986,13.066666666666666,4.107638888888888,3.2256,13.06505589769819,4.107094463404185,3.225148150414576,3.5772945827668288
"CC(C)NC(=O)N1CCc2sccc2C1C","Maybridge",11.706742302257043,10.80382139648701,8.223614639131599,8.715178470694319,7.5922241528750165,6.606599750908176,3.7462878006851104,4.21521405516327,12.456747404844291,5.104166666666666,2.6514047866805415,10.915052165072332,4.4303529156821995,2.2850906157872557,3.0223458240219694
"NNC(=S)NCc1cccs1","Maybridge",8.104448006685086,7.46599760072823,3.4391575887554247,3.9831276631254413,5.325698502695489,4.382975369620977,1.3088951918547531,1.8164965809277258,9.090909090909092,4.792899408284024,3.265306122448979,8.725659752653852,4.579917366356027,3.1078920303498507,3.6329818758266557
"S=C1NCN(CN1)C1CCCC1","Maybridge",8.38890505706126,7.9919494232004595,5.319990956308911,5.397341225498536,5.860173345306138,5.026630219590905,2.3164965809277263,2.316496580927726,8.591715976331361,3.8062283737024223,2.0408163265306123,8.321229923870563,3.674895016157791,1.965568846322989,2.548303864627917
"Cc1cc(O)c2cc(F)ccc2n1","Maybridge",9.422285251880869,7.081792740767646,5.809401076758503,6.715178470694319,6.16470379794645,3.9251867706567616,3.0653841409022107,4.193506678639471,9.551020408163264,3.63,1.9200000000000002,6.652028266303721,2.4431097273032756,1.2548440582896287,1.2501257664386898
"O=S(=O)(NCc1cccs1)c1ccccc1","Maybridge",11.432875131431276,10.09189525841446,6.3259089347035555,7.51866156905818,7.683469977507402,7.1173562732449165,3.2195787943777128,4.632993161855452,12.456747404844291,5.55765595463138,3.49519890260631,11.739145123181972,5.215582132784516,3.2697708546590425,3.8266547224145238
"CNC(=S)NC1CCCCC1","Maybridge",8.104448006685086,7.837629046513954,5.612884175122363,5.690234444311988,5.325698502695489,4.717544151218334,2.8164965809277263,2.816496580927726,9.090909090909092,4.792899408284024,3.265306122448979,8.777228592310756,4.609949479103031,3.130064609229164,3.678416397917382
"Fc1cccc(NCCc2ccccn2)c1C#N","Maybridge",12.794682450997076,9.72805711070962,7.955665446700477,9.38046888862398,8.808861750289882,5.6341935733893855,4.136245461044379,5.707908118985982,14.409972299168976,7.555555555555555,4.266666666666667,9.381266062166251,4.780965675935326,2.6432662274837857,2.4917506133352108
"CN(C)c1cc(cnc1C(N)=S)C(F)(F)F","Maybridge",12.508071689507773,9.485116288988063,5.6547005383792515,6.223614639131599,7.231069373208769,4.683859359835922,1.6160254037844386,2.1800866726530685,14.0625,5.104166666666666,3.49519890260631,11.206389725150908,4.000802331862969,2.705749643019292,2.8021593840093106
"OCCCC(=O)NCc1ccc(F)cc1","Maybridge",11.096011838247808,8.371254560477743,6.6378282015046945,7.388905057061258,7.219545352812841,4.841361524579123,3.528473986232466,4.449489742783178,13.066666666666666,7.302469135802469,5.584487534626039,9.800810972770616,5.353937552610922,4.01833068565141,3.498195327543852
"CC(=C)n1c2ccccc2[nH]c1=O","Maybridge",9.422285251880869,7.371969743908871,6.016507857945051,7.1378282015046945,6.198377302757664,4.055848198264768,2.6809036597828992,3.804530452640311,9.551020408163264,3.63,1.6460905349794237,6.1510569795918375,2.2410499200000005,0.9799385020576133,1.060371211694595
"COc1ccc2[nH]c(C)cc2c1","Maybridge",8.552041763877789,7.217649367222366,6.309401076758503,7.137828201504693,5.792024997884274,3.9277565765980054,2.8153841409022107,3.860173345306138,8.591715976331361,3.3950617283950617,1.7013232514177694,6.119277153846155,2.3346158611111116,1.1377832495274107,1.1905134584920076
"CC(=O)Nc1nc(C)cs1","Maybridge",7.560477932315068,6.657557026545035,4.077350269189626,4.439157588755425,4.681540550352056,3.7594920922090442,1.2886751345948129,1.5629488288431146,8.1,3.408284023668639,2.650887573964497,6.793863128250186,2.7966486095176144,2.1362829367930525,1.9000047870873873
"CCCN1CSC(=S)N(CCC)C1","Maybridge",9.681798275874712,10.086557620902381,6.742640687119286,6.819990956308912,6.274386907679233,6.309729465383292,2.4142135623730954,2.414213562373095,11.076923076923077,5.671875,3.3240997229916895,12.628158778483016,6.539848983401091,3.8693804534101934,6.352788565360748
"C=CCN(CC=C)C(=S)NC(=O)c1ccccc1","Maybridge",13.380468888623982,10.950085766428984,8.369879009073573,10.096011838247808,8.685070510202193,5.966235675089791,3.7936767643784117,5.564043476634154,16.055555555555554,8.991735537190083,5.680473372781065,11.731568898661864,6.437754394097621,4.005970900882107,4.195831068167744
"Cc1c[nH]nc1-c1cccs1","Maybridge",7.68179827587471,6.981359543650051,4.809401076758503,5.5604779323150675,5.377010097711745,4.299384882833405,2.2440169358562922,3.0605135167840185,7.638888888888888,3.1640625,1.4512471655328798,6.090386200967868,2.459289512999771,1.1025013986804024,1.3616384467417086
"CCSc1nnc(N)s1","Maybridge",6.69023444431199,6.628373984159268,2.7071067811865475,2.8618073195657994,4.325698502695489,4.34613822215314,0.7071067811865476,0.7071067811865475,7.111111111111111,3.239669421487603,2.0,7.718205527729151,3.555421090799639,2.2182649625650037,3.0490523018238425
"NC(=O)C1(CCCCC1)NC1CCCCC1","Maybridge",11.432875131431278,10.134016640708593,8.648418081055103,8.725768350244728,7.728780716145475,6.805077776535831,5.773603362114274,5.812278496709086,12.456747404844291,5.55765595463138,3.0297265160523184,11.34500891695502,5.028118860113423,2.727411506539834,3.565253331468531
"Cc1cccc(C(N)=O)c1C","Maybridge",8.430721420318147,6.717649367222366,5.732050807568877,6.430721420318146,5.12589765768623,3.486816215683037,2.9940169358562922,3.9711971193069777,9.090909090909092,3.6,1.9753086419753085,6.169292355371901,2.3357638888888888,1.23046875,1.310000936697815
"C(N1CCOCC1)c1csc2ccccc12","Maybridge",10.794682450997076,10.00249200923628,7.922285251880869,8.803118619434354,7.932652990377571,6.565091578500195,3.7195787943777123,4.799659828522119,11.11111111111111,5.104166666666666,2.48828125,9.977025022348727,4.548161998263171,2.2044903450773723,2.836070378897953
